Name,Age,Info
Adeline Geo-Karis,89,"American politician, member of Illinois State Senate (1979–2007), natural causes"
Ah Meng,48,"Sumatran orangutan, tourist icon at Singapore Zoo"
Aharon Amir,85,"Israeli author and translator, natural causes"
Ahmad Bourghani,48,"Iranian politician, heart failure"
Al DeMao,87,American football center for the Washington Redskins (1945–1953)
Alaa Abdulkareem Fartusi,29,"Iraqi journalist and cameraman, victim of the Balad bomb blast"
Alain Robbe-Grillet,85,"French writer (Last Year at Marienbad), heart failure"
Alan Dargin,40,Australian didgeridoo player
Alan Ledesma,29,"Mexican telenovela actor, stomach cancer"
Alberto Bustamante Belaunde,57,"Peruvian politician, Prime Minister (1999–2000), heart attack"
Alec N. Wildenstein,67,"French international art dealer, ex-husband of socialite Jocelyn Wildenstein, cancer"
Alfred Altenburger,84,Swiss speed skater
Alfredo Reinado,40,"East Timorese rebel, shot during attack on José Ramos-Horta"
Algirdas Ražauskas,55,Lithuanian politician.[citation needed]
Allan Grant,88,American photojournalist for Life magazine
Amnon Netzer,73,Iranian Jewish historian
Ana González Olea,92,"Chilean actress, septic shock"
Andreas Rüedi,76,Swiss Olympic skier
Andrew Bertie,78,British Grand Master of the Order of Malta
Andrew Harwood,62,"Australian radio and TV presenter (It's Academic, Jeopardy!), actor (The Paul Hogan Show), asthma attack"
André Verhalle,84,Belgian Olympic fencer
Anna Andreeva,90,Russian textile designer
Anthony Blond,79,British book publisher
Antoni Heda,91,"Polish Brigadier General, freedom fighter during World War II"
Archie Hind,79,British novelist
Arne Barhaugen,76,Norwegian Olympic Nordic combined skier
Ashley Callie,31,"South African actress, car accident"
Ashley Cooper,27,"Australian V8 Supercar driver, injuries from a race crash"
Augusta Dabney,89,"American actress (A World Apart, Running on Empty, The Paper)"
Ayman al-Fayed,42,"Palestinian commander of al-Quds Brigades, explosion"
Aysel Gürel,80,"Turkish lyric writer and actress, chronic bronchitis"
Baba Amte,93,"Indian social activist, advocate for lepers, RLA recipient"
Badri Patarkatsishvili,52,"Georgian business oligarch and 2008 presidential candidate, heart attack"
Barbara Seaman,72,"American writer, journalist and activist, lung cancer"
Barry Barclay,63,"New Zealand film maker, heart attack"
Barry Morse,89,"British-born Canadian actor (The Fugitive, Space: 1999)"
Ben Chapman,79,American actor (Creature from the Black Lagoon)
Benigno G. Tabora,92,American survivor of Bataan Death March
Benny Neyman,56,"Dutch singer, cancer"
Bertha Moss,88,"Argentine actor, cardiac arrest"
Beto Carrero,70,"Brazilian theme park owner (Beto Carrero World), endocarditis"
Bill Bowman,76,American football player
Bill Carlson,73,"American news anchor (WCCO, Twin Cities), prostate cancer"
Bill Juzda,87,"Canadian ice hockey defenceman (Toronto Maple Leafs, New York Rangers), cancer"
Billy Balbastro,67,"Filipino journalist and broadcaster, cancer"
Billy J. Murphy,87,American football coach (University of Memphis)
Bob Howsam,89,"American sports executive (Denver Broncos, Cincinnati Reds), heart condition"
Bobby Lee Trammell,74,"American rockabilly singer, Arkansas Representative (1997–2002)"
Bobby Lord,74,American country musician
Bodil Udsen,83,"Danish actress, after short illness"
Boris Chirikov,79,"Soviet and Russian physicist, cancer"
Boris Khmelnitsky,67,Russian actor in adventure films
Boyd Coddington,63,"American owner of hot rod shop, star of American Hot Rod on TLC"
Brendan Hughes,59,Irish member of the Provisional IRA
Brian Harris,72,"English footballer (Everton, Cardiff City, Newport County)"
Buddy Dial,71,American football player
Buddy Miles,60,"American drummer (Band of Gypsys, Electric Flag), lead vocalist (California Raisins), heart failure"
Cabral Ferreira,56,"Portuguese President of C.F. Os Belenenses (2005–2008), cancer"
Carm Lino Spiteri,75,Maltese architect and politician
Carolina Tronconi,94,"Italian gymnast, Olympic silver medalist (1928)"
Charles Borck,91,Filipino Olympic basketball player and coach
Charles Chan,93,Chinese actor and director
Charles Fernley Fawcett,92,"American adventurer, actor and freedom fighter"
Charley van de Weerd,86,Dutch football player
Charlie Ryan,92,"American musician and songwriter (""Hot Rod Lincoln""), heart disease"
Chris Anderson,81,"American jazz pianist, complications from a stroke"
Chris Townson,60,British drummer (John's Children)
Christopher Hyatt,64,"American psychologist, occultist, and author, cancer"
Chua Ek Kay,61,"Singaporean painter and Cultural Medallion winner, nose cancer"
Chuck Adamson,71,"American police officer, cancer"
Chuck Heaton,90,American sports journalist
Cornelius L. Reid,96,American vocal pedagogue
Cyril Stanley Bamberger,88,British Royal Air Force pilot
D. G. S. Dhinakaran,73,Indian evangelist
Dan Shomron,70,"Israeli general, Chief of the Defense Forces (1987–1991), stroke"
Daphne Robinson,75,New Zealand cricketer
Dario Lodigiani,91,American baseball player
David Edwards,20,"American football player paralyzed during a game in 2003, pneumonia"
David Groh,68,"American actor (Rhoda), kidney cancer and heart failure"
David Hildyard,91,"English sound engineer (Fiddler on the Roof, Cabaret, Firestarter), Oscar winner (1972, 1973)"
Denis Lazure,82,"Canadian politician (NDP), cancer"
Dennis Letts,73,"American actor (August: Osage County, Cast Away, Fire Down Below), lung cancer"
Derek Frank Lawden,88,British-born New Zealand mathematician
Dick Fletcher,65,"American meteorologist at WTSP Tampa Bay, stroke"
Dorothy Podber,75,"American performance artist, shot Andy Warhol's Shot Marilyns paintings"
Douglas Fraser,91,"American president of the United Auto Workers, emphysema"
Eagle Day,75,"American football player, after short illness"
Earl B. Fowler Jr.,82,American Vice Admiral
Earl Butz,98,"American politician, Secretary of Agriculture (1971–1976)"
Earl Greenburg,61,"American head of NBC daytime, melanoma"
Ed Vargo,79,American baseball umpire
Edward Wilson,60,"British actor (When the Boat Comes In), director of the National Youth Theatre, cancer"
Emilio Carballido,82,"Mexican playwright, heart attack"
Emily Perry,100,British actress
Emmanuel Sanon,56,"Haitian footballer, pancreatic cancer"
Endel Aruja,96,Estonian physicist
Ernesto Illy,82,Italian food chemist and chairman of the illy coffee company
Ernst Hiller,79,German motorcycle racer
Eugene Freedman,82,American figurine creator
